jenjang,asal,angkatan,institusi,n,disamarkan
S1,sma,0,SMAN 1 YOGYAKARTA,64.0,False
S1,sma,0,SMAN 3 YOGYAKARTA,64.0,False
S1,sma,0,SMAN 8 YOGYAKARTA,51.0,False
S1,sma,0,SMAN 5 YOGYAKARTA,49.0,False
S1,sma,0,SMAN 6 YOGYAKARTA,49.0,False
S1,sma,0,SMAN 2 YOGYAKARTA,39.0,False
S1,sma,0,SMAN 7 YOGYAKARTA,35.0,False
S1,sma,0,SMA NEGERI 1 BANTUL,29.0,False
S1,sma,0,SMAN 1 GODEAN,29.0,False
S1,sma,0,MAN 1 YOGYAKARTA,28.0,False
S1,sma,0,SMAN 9 YOGYAKARTA,28.0,False
S1,sma,0,SMAN 1 PURWOREJO,26.0,False
S1,sma,0,SMA NEGERI 1 PEKALONGAN,25.0,False
S1,sma,0,SMAN 1 SLEMAN,25.0,False
S1,sma,0,SMAS MUHAMMADIYAH 1 YOGYAKARTA,25.0,False
S1,sma,0,SMKN 2 DEPOK,25.0,False
S1,sma,0,SMA NEGERI 1 CILACAP,23.0,False
S1,sma,0,SMA NEGERI 1 PATI,23.0,False
S1,sma,0,SMA NEGERI 2 BANTUL,23.0,False
S1,sma,0,SMK SMTI YOGYAKARTA,23.0,False
S1,sma,0,SMA NEGERI 1 WONOSOBO,22.0,False
S1,sma,0,SMAN 1 KALASAN,22.0,False
S1,sma,0,SMA PRADITA DIRGANTARA,21.0,False
S1,sma,0,SMAN 1 KLATEN,21.0,False
S1,sma,0,SMAS KOLESE DE BRITTO DEPOK,21.0,False
S1,sma,0,SMAN 11 YOGYAKARTA,20.0,False
S1,sma,0,SMAN 1 DEPOK,19.0,False
S1,sma,0,SMAN 1 KEBUMEN,19.0,False
S1,sma,0,SMA N 1 SRAGEN,18.0,False
S1,sma,0,SMA NEGERI 1 TEMANGGUNG,18.0,False
S1,sma,0,SMAN 1 GOMBONG,18.0,False
S1,sma,0,SMAN 1 SURAKARTA,18.0,False
S1,sma,0,SMAN 2 KEDIRI,18.0,False
S1,sma,0,MAN 2 KOTA MALANG,17.0,False
S1,sma,0,SMAN 1 BOYOLALI,17.0,False
S1,sma,0,SMAS TARUNA NUSANTARA,17.0,False
S1,sma,0,SMAN 78 JAKARTA,16.0,False
S1,sma,0,SMAN 1 PURWOKERTO,15.0,False
S1,sma,0,MAS UNGGULAN AMANATUL UMMAH SURABAYA,14.0,False
S1,sma,0,SMA NEGERI 1 WATES,14.0,False
S1,sma,0,SMA NEGERI 2 YOGYAKARTA,14.0,False
S1,sma,0,SMAN 2 PURWOKERTO,14.0,False
S1,sma,0,SMA NEGERI 8 PEKANBARU,13.0,False
S1,sma,0,SMAN 1 KUDUS,13.0,False
S1,sma,0,SMAN 3 SURAKARTA,13.0,False
S1,sma,0,SMAS SUTOMO 1,13.0,False
S1,sma,0,SMA NEGERI 1 PURWOREJO,12.0,False
S1,sma,0,SMAN 1 BUKITTINGGI,12.0,False
S1,sma,0,SMAN 1 MUNTILAN,12.0,False
S1,sma,0,SMAN 3 MEDAN,12.0,False
S1,sma,0,MAN 4 JAKARTA,11.0,False
S1,sma,0,SMA LABSCHOOL JAKARTA,11.0,False
S1,sma,0,SMA NEGERI 3 CILACAP,11.0,False
S1,sma,0,SMAN 1 PAKEM,11.0,False
S1,sma,0,SMAN 1 SALATIGA,11.0,False
S1,sma,0,SMAN 1 SUKOHARJO,11.0,False
S1,sma,0,SMAS STELLA DUCE 1,11.0,False
S1,sma,0,SMA DARUL ULUM 2 UNGGULAN BPPT,10.0,False
S1,sma,0,SMA LABSCHOOL KEBAYORAN,10.0,False
S1,sma,0,SMA NEGERI 1 MATARAM,10.0,False
S1,sma,0,SMA NEGERI 1 MUNTILAN,10.0,False
S1,sma,0,SMA NEGERI 1 PURWOKERTO,10.0,False
S1,sma,0,SMA NEGERI 1 YOGYAKARTA,10.0,False
S1,sma,0,SMA PANGUDI LUHUR VAN LITH MUNTILAN,10.0,False
S1,sma,0,SMA ISLAM AL AZHAR 9 YOGYAKARTA,9.0,False
S1,sma,0,SMA KESATUAN BANGSA,9.0,False
S1,sma,0,SMA LABSCHOOL CIBUBUR,9.0,False
S1,sma,0,SMA LABSCHOOL CIRENDEU,9.0,False
S1,sma,0,SMA N 1 CAWAS,9.0,False
S1,sma,0,SMA NEGERI 1 BANGUNTAPAN,9.0,False
S1,sma,0,SMA NEGERI 1 BANYUMAS,9.0,False
S1,sma,0,SMA NEGERI 1 KASIHAN,9.0,False
S1,sma,0,SMA NEGERI 1 KLATEN,9.0,False
S1,sma,0,SMAN 1 BALIKPAPAN,9.0,False
S1,sma,0,SMAN 1 BANJARNEGARA,9.0,False
S1,sma,0,SMAN 1 CIREBON,9.0,False
S1,sma,0,SMAN 1 MAGELANG,9.0,False
S1,sma,0,SMAN 1 WONOSARI,9.0,False
S1,sma,0,SMAN 2 KOTA TANGERANG SELATAN,9.0,False
S1,sma,0,SMAN 2 MADIUN,9.0,False
S1,sma,0,SMAN 3 JAKARTA,9.0,False
S1,sma,0,MAN 1 SURAKARTA,8.0,False
S1,sma,0,MAS HUSNUL KHOTIMAH,8.0,False
S1,sma,0,SMA NEGERI 02,8.0,False
S1,sma,0,SMA NEGERI 1 TASIKMALAYA,8.0,False
S1,sma,0,SMA NEGERI 1 UNGARAN,8.0,False
S1,sma,0,SMA NEGERI 2 PURWOKERTO,8.0,False
S1,sma,0,SMA NEGERI 7 YOGYAKARTA,8.0,False
S1,sma,0,SMA SEMESTA,8.0,False
S1,sma,0,SMAN 1 KARANGANYAR,8.0,False
S1,sma,0,SMAN 1 KOTA SERANG,8.0,False
S1,sma,0,SMAN 1 TAMBUN SELATAN,8.0,False
S1,sma,0,SMAN 2 PAYAKUMBUH,8.0,False
S1,sma,0,SMAN 5 PURWOKERTO,8.0,False
S1,sma,0,SMAS LABSCHOOL CIBUBUR,8.0,False
S1,sma,0,SEKOLAH MENENGAH TEKNOLOGI INDUSTRI YOGYAKARTA,7.0,False
S1,sma,0,SMA BUDI MULIA DUA,7.0,False
S1,sma,0,SMA N 1 PACITAN,7.0,False
S1,sma,0,SMA NEGERI 04,7.0,False
S1,sma,0,SMA NEGERI 1 JEPARA,7.0,False
S1,sma,0,SMA NEGERI 1 MAOS,7.0,False
S1,sma,0,SMA NEGERI 1 SANDEN,7.0,False
S1,sma,0,SMA NEGERI 1 SEWON,7.0,False
S1,sma,0,SMA NEGERI 11 YOGYAKARTA,7.0,False
S1,sma,0,SMA NEGERI 2 JOMBANG,7.0,False
S1,sma,0,SMA NEGERI 6 YOGYAKARTA,7.0,False
S1,sma,0,SMA TARUNA NUSANTARA,7.0,False
S1,sma,0,SMAN 1 AJIBARANG,7.0,False
S1,sma,0,SMAN 1 BATAM,7.0,False
S1,sma,0,SMAN 1 BOJONEGORO,7.0,False
S1,sma,0,SMAN 1 KEDIRI,7.0,False
S1,sma,0,SMAN 1 MEDAN,7.0,False
S1,sma,0,SMAN 1 PEMALANG,7.0,False
S1,sma,0,SMAN 1 WONOGIRI,7.0,False
S1,sma,0,SMAN 10 YOGYAKARTA,7.0,False
S1,sma,0,SMAN 2 NGAGLIK,7.0,False
S1,sma,0,SMAN 2 TAMBUN SELATAN,7.0,False
S1,sma,0,SMAN 3 PADANG,7.0,False
S1,sma,0,SMAN 3 TEGAL,7.0,False
S1,sma,0,SMAN 4 SURAKARTA,7.0,False
S1,sma,0,SMAN 61 JAKARTA,7.0,False
S1,sma,0,SMAS IT ABU BAKAR,7.0,False
S1,sma,0,SMAS MUHAMMADIYAH BOARDING SCHOOL (MBS) SLEMAN,7.0,False
S1,sma,0,SMAS UNGGUL DEL,7.0,False
S1,sma,0,MAN 2 KUDUS,6.0,False
S1,sma,0,MAN INSAN CENDEKIA PEKALONGAN,6.0,False
S1,sma,0,SMA AVICENNA JAGAKARSA,6.0,False
S1,sma,0,SMA IT AL IRSYAD AL ISLAMIYYAH PURWOKERTO,6.0,False
S1,sma,0,SMA LABSCHOOL RAWAMANGUN,6.0,False
S1,sma,0,SMA NEGERI 01,6.0,False
S1,sma,0,SMA NEGERI 1 PEKANBARU,6.0,False
S1,sma,0,SMA NEGERI 2 SEMARANG,6.0,False
S1,sma,0,SMA NEGERI 2 TEMANGGUNG,6.0,False
S1,sma,0,SMA NEGERI 4 SURAKARTA,6.0,False
S1,sma,0,SMA NEGERI AGAM CENDEKIA,6.0,False
S1,sma,0,SMA UNGGULAN CT ARSA FOUNDATION SUKOHARJO,6.0,False
S1,sma,0,SMAN 1 KARTASURA,6.0,False
S1,sma,0,SMAN 1 PADANG,6.0,False
S1,sma,0,SMAN 1 PURBALINGGA,6.0,False
S1,sma,0,SMAN 1 SOOKO,6.0,False
S1,sma,0,SMAN 2 CIREBON,6.0,False
S1,sma,0,SMAN 2 KLATEN,6.0,False
S1,sma,0,SMAN 3 BOGOR,6.0,False
S1,sma,0,SMAN 3 KLATEN,6.0,False
S1,sma,0,SMAN 4 MAGELANG,6.0,False
S1,sma,0,SMAN 4 YOGYAKARTA,6.0,False
S1,sma,0,SMAN 8 JAKARTA,6.0,False
S1,sma,0,SMAS BOPKRI 1,6.0,False
S1,sma,0,SMAS ISLAM AL-AZHAR 4,6.0,False
S1,sma,0,SMAS ISLAM TERPADU NURUL FIKRI,6.0,False
S1,sma,0,SMAS IT IBNU ABBAS,6.0,False
S1,sma,0,SMAS KOLESE LOYOLA,6.0,False
S1,sma,0,SMAS SANTO THOMAS 1 MEDAN,6.0,False
S1,sma,0,AL KHOR INTERNATIONAL SCHOOL,5.0,False
S1,sma,0,LUAR NEGERI,5.0,False
S1,sma,0,MAN 1 KOTA BEKASI,5.0,False
S1,sma,0,MAN 2 KOTA KEDIRI,5.0,False
S1,sma,0,MAN 2 PEKANBARU,5.0,False
S1,sma,0,MAN INSAN CENDEKIA SERPONG,5.0,False
S1,sma,0,MAS ALI MAKSUM,5.0,False
S1,sma,0,PKBM HOME SCHOOLING PRIMAGAMA,5.0,False
S1,sma,0,SMA BINA NUSANTARA BEKASI,5.0,False
S1,sma,0,SMA BUDI CENDEKIA ISLAMIC SCHOOL,5.0,False
S1,sma,0,SMA GARUDA CENDEKIA,5.0,False
S1,sma,0,SMA ISLAM AL-AZHAR BUMI SERPONG DAMAI,5.0,False
S1,sma,0,SMA N 1 KLATEN,5.0,False
S1,sma,0,SMA NEGERI 05,5.0,False
S1,sma,0,SMA NEGERI 1 BATANG,5.0,False
S1,sma,0,SMA NEGERI 1 KARANGANYAR,5.0,False
S1,sma,0,SMA NEGERI 1 MAGELANG,5.0,False
S1,sma,0,SMA NEGERI 1 PURBALINGGA,5.0,False
S1,sma,0,SMA NEGERI 1 SALATIGA,5.0,False
S1,sma,0,SMA NEGERI 1 SURAKARTA,5.0,False
S1,sma,0,SMA NEGERI 17 PALEMBANG,5.0,False
S1,sma,0,SMA NEGERI 2 BANGUNTAPAN,5.0,False
S1,sma,0,SMA NEGERI 3 SURAKARTA,5.0,False
S1,sma,0,SMA NEGERI 7 PURWOREJO,5.0,False
S1,sma,0,SMA S CENDANA MANDAU,5.0,False
S1,sma,0,SMA TRENSAINS MUHAMMADIYAH SRAGEN,5.0,False
S1,sma,0,SMAN 1 KEDUNGWARU,5.0,False
S1,sma,0,SMAN 1 KOTA MUNGKID,5.0,False
S1,sma,0,SMAN 1 MLATI,5.0,False
S1,sma,0,SMAN 1 PADANG PANJANG,5.0,False
S1,sma,0,SMAN 1 PRAMBANAN,5.0,False
S1,sma,0,SMAN 10 BEKASI,5.0,False
S1,sma,0,SMAN 2 BEKASI,5.0,False
S1,sma,0,SMAN 2 PONOROGO,5.0,False
S1,sma,0,SMAN 3 BOYOLALI,5.0,False
S1,sma,0,SMAN 3 MALANG,5.0,False
S1,sma,0,SMAN 39 JAKARTA,5.0,False
S1,sma,0,SMAN 5 MAGELANG,5.0,False
S1,sma,0,SMAN 81 JAKARTA,5.0,False
S1,sma,0,SMAN 90 JAKARTA,5.0,False
S1,sma,0,SMAN KEBAKKRAMAT,5.0,False
S1,sma,0,SMAS AL IRSYAD AL ISLAMIYYAH,5.0,False
S1,sma,0,SMK ANALIS KIMIA BOGOR (SMAKBO),5.0,False
S1,sma,0,MAN 1 JEMBER,4.0,False
S1,sma,0,MAN 1 KOTA MALANG,4.0,False
S1,sma,0,MAN 1 WONOSOBO,4.0,False
S1,sma,0,MAN INSAN CENDEKIA PASURUAN,4.0,False
S1,sma,0,MAN INSAN CENDEKIA TANAH LAUT,4.0,False
S1,sma,0,MAS MUHARRIKUN NAJAAH,4.0,False
S1,sma,0,SMA EDU GLOBAL,4.0,False
S1,sma,0,SMA KATOLIK ST. ALBERTUS,4.0,False
S1,sma,0,SMA MUHAMMADIYAH 1 YOGYAKARTA,4.0,False
S1,sma,0,SMA N 1 YOGYAKARTA,4.0,False
S1,sma,0,SMA N 2 SUMATERA BARAT,4.0,False
S1,sma,0,SMA N 3 YOGYAKARTA,4.0,False
S1,sma,0,SMA NEGERI 01 PALEMBANG,4.0,False
S1,sma,0,SMA NEGERI 1 BOYOLALI,4.0,False
S1,sma,0,SMA NEGERI 1 GOMBONG,4.0,False
S1,sma,0,SMA NEGERI 1 JETIS,4.0,False
S1,sma,0,SMA NEGERI 1 KEBUMEN,4.0,False
S1,sma,0,SMA NEGERI 1 KROYA,4.0,False
S1,sma,0,SMA NEGERI 1 PARAKAN,4.0,False
S1,sma,0,SMA NEGERI 1 PENGASIH,4.0,False
S1,sma,0,SMA NEGERI 1 REMBANG,4.0,False
S1,sma,0,SMA NEGERI 1 SEMARANG,4.0,False
S1,sma,0,SMA NEGERI 1 SUKOHARJO,4.0,False
S1,sma,0,SMA NEGERI 1 TAYU,4.0,False
S1,sma,0,SMA NEGERI 2 KOTA KEDIRI,4.0,False
S1,sma,0,SMA NEGERI 2 TASIKMALAYA,4.0,False
S1,sma,0,SMA NEGERI 2 WATES,4.0,False
S1,sma,0,SMA NEGERI 3 SEMARANG,4.0,False
S1,sma,0,SMA NEGERI 3 YOGYAKARTA,4.0,False
S1,sma,0,SMA NEGERI 4 YOGYAKARTA,4.0,False
S1,sma,0,SMA NEGERI 8 YOGYAKARTA,4.0,False
S1,sma,0,SMA NEGERI 81 JAKARTA,4.0,False
S1,sma,0,SMA OLIFANT,4.0,False
S1,sma,0,SMA SWASTA SUTOMO 1 MEDAN,4.0,False
S1,sma,0,SMAIT INSANTAMA PLUS,4.0,False
S1,sma,0,SMAN 1 BEKASI,4.0,False
S1,sma,0,SMAN 1 CIKARANG PUSAT,4.0,False
S1,sma,0,SMAN 1 DENPASAR,4.0,False
S1,sma,0,SMAN 1 DUKUN,4.0,False
S1,sma,0,SMAN 1 GARUT,4.0,False
S1,sma,0,SMAN 1 JATINOM,4.0,False
S1,sma,0,SMAN 1 KARANGNONGKO,4.0,False
S1,sma,0,SMAN 1 KARAWANG,4.0,False
S1,sma,0,SMAN 1 KENDAL,4.0,False
S1,sma,0,SMAN 1 LAWANG,4.0,False
S1,sma,0,SMAN 1 MAGETAN,4.0,False
S1,sma,0,SMAN 1 SEWON,4.0,False
S1,sma,0,SMAN 1 SIDIKALANG,4.0,False
S1,sma,0,SMAN 1 SIMO,4.0,False
S1,sma,0,SMAN 1 SLAWI,4.0,False
S1,sma,0,SMAN 1 SUMBAWA BESAR,4.0,False
S1,sma,0,SMAN 1 TEGAL,4.0,False
S1,sma,0,SMAN 1 TUALANG,4.0,False
S1,sma,0,SMAN 11 BEKASI,4.0,False
S1,sma,0,SMAN 2 CIBINONG,4.0,False
S1,sma,0,SMAN 2 KOTA DEPOK,4.0,False
S1,sma,0,SMAN 2 PURWOREJO,4.0,False
S1,sma,0,SMAN 2 SLEMAN,4.0,False
S1,sma,0,SMAN 21 JAKARTA,4.0,False
S1,sma,0,SMAN 3 BATAM,4.0,False
S1,sma,0,SMAN 38 JAKARTA,4.0,False
S1,sma,0,SMAN 4 BEKASI,4.0,False
S1,sma,0,SMAN 4 DENPASAR,4.0,False
S1,sma,0,SMAN 4 JEMBER,4.0,False
S1,sma,0,SMAN 4 KENDARI,4.0,False
S1,sma,0,SMAN 47 JAKARTA,4.0,False
S1,sma,0,SMAN 68 JAKARTA,4.0,False
S1,sma,0,SMAN 7 PURWOREJO,4.0,False
S1,sma,0,SMAN 70 JAKARTA,4.0,False
S1,sma,0,SMAN 71 JAKARTA,4.0,False
S1,sma,0,SMAN PLUS PROP RIAU,4.0,False
S1,sma,0,SMAS AL IZHAR JAKARTA,4.0,False
S1,sma,0,SMAS ISLAM AL-AZHAR 3 JAKARTA,4.0,False
S1,sma,0,SMAS ISLAM AL-AZHAR BSD,4.0,False
S1,sma,0,SMAS METHODIST 2 MEDAN,4.0,False
S1,sma,0,SMAS MTA SURAKARTA,4.0,False
S1,sma,0,SMAS PESANTREN UNGGUL AL BAYAN,4.0,False
S1,sma,0,SMAS PLUS PEMBANGUNAN JAYA,4.0,False
S1,sma,0,SMAS REGINA PACIS SURAKARTA,4.0,False
S1,sma,0,SMKN 3 MADIUN,4.0,False
S1,sma,0,MAN 1 KARANGANYAR,3.0,False
S1,sma,0,MAN 1 PEKANBARU,3.0,False
S1,sma,0,MAN 2 KEBUMEN,3.0,False
S1,sma,0,MAN 2 KOTA SERANG,3.0,False
S1,sma,0,MAN 2 WONOSOBO,3.0,False
S1,sma,0,MAN 7 JAKARTA,3.0,False
S1,sma,0,MAN BATAM,3.0,False
S1,sma,0,MAN INSAN CENDEKIA JAMBI,3.0,False
S1,sma,0,MAN INSAN CENDEKIA PASER,3.0,False
S1,sma,0,MAN YOGYAKARTA 3,3.0,False
S1,sma,0,MAS MUALLIMIN MUHAMMADIYAH,3.0,False
S1,sma,0,MENTARI INTERCULTURAL SCHOOL BINTARO,3.0,False
S1,sma,0,PKBM P3K SI LUAR NEGERI SINGAPURA,3.0,False
S1,sma,0,SEKOLAH GLOBAL MANDIRI,3.0,False
S1,sma,0,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,3.0,False
S1,sma,0,SMA BINA NUSANTARA SERPONG (BINUS),3.0,False
S1,sma,0,SMA BUDI UTAMA,3.0,False
S1,sma,0,SMA CENDANA PEKANBARU,3.0,False
S1,sma,0,SMA FITRAH ISLAMIC WORLD ACADEMY,3.0,False
S1,sma,0,SMA IBNU HAJAR BOARDING SCHOOL,3.0,False
S1,sma,0,SMA INSAN CENDEKIA AL KAUSAR,3.0,False
S1,sma,0,SMA ISLAM AL-AZHAR 8,3.0,False
S1,sma,0,SMA ISLAM TERPADU AULIYA,3.0,False
S1,sma,0,SMA IT AL ITTIHAD,3.0,False
S1,sma,0,SMA JAKARTA ISLAMIC SCHOOL,3.0,False
S1,sma,0,SMA KATOLIK ST. LOUIS 1 SURABAYA,3.0,False
S1,sma,0,SMA MARSUDIRINI BEKASI,3.0,False
S1,sma,0,SMA MUTIARA BUNDA,3.0,False
S1,sma,0,SMA N 1 BOYOLALI,3.0,False
S1,sma,0,SMA N 1 PURWOREJO,3.0,False
S1,sma,0,SMA N 1 TEMANGGUNG,3.0,False
S1,sma,0,SMA N 1 WONOSARI,3.0,False
S1,sma,0,SMA N 5 YOGYAKARTA,3.0,False
S1,sma,0,SMA N 6 YOGYAKARTA,3.0,False
S1,sma,0,SMA NEGERI 03,3.0,False
S1,sma,0,SMA NEGERI 09,3.0,False
S1,sma,0,SMA NEGERI 1 AMBARAWA,3.0,False
S1,sma,0,SMA NEGERI 1 DEPOK,3.0,False
S1,sma,0,SMA NEGERI 1 KUDUS,3.0,False
S1,sma,0,SMA NEGERI 1 LASEM,3.0,False
S1,sma,0,SMA NEGERI 1 MAJENANG,3.0,False
S1,sma,0,SMA NEGERI 1 SENTOLO,3.0,False
S1,sma,0,SMA NEGERI 1 SLEMAN,3.0,False
S1,sma,0,SMA NEGERI 1 TRENGGALEK,3.0,False
S1,sma,0,SMA NEGERI 1 WONOGIRI,3.0,False
S1,sma,0,SMA NEGERI 2 CIREBON,3.0,False
S1,sma,0,SMA NEGERI 3 BANDUNG,3.0,False
S1,sma,0,SMA NEGERI 4 PEKALONGAN,3.0,False
S1,sma,0,SMA NEGERI 47 JAKARTA,3.0,False
S1,sma,0,SMA NEGERI 5 KOTA BEKASI,3.0,False
S1,sma,0,SMA NEGERI 5 PEKAN BARU,3.0,False
S1,sma,0,SMA NEGERI 70 JAKARTA,3.0,False
S1,sma,0,SMA NEGERI 78 JAKARTA,3.0,False
S1,sma,0,SMA PLUS AR RAHMAT,3.0,False
S1,sma,0,SMA S AL KAUTSAR,3.0,False
S1,sma,0,SMA SAHABATQU,3.0,False
S1,sma,0,SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL,3.0,False
S1,sma,0,SMA/SMK/MA LAIN-LAIN,3.0,False
S1,sma,0,SMAN 01 TALUN,3.0,False
S1,sma,0,SMAN 1 BAE KUDUS,3.0,False
S1,sma,0,SMAN 1 BANTUL,3.0,False
S1,sma,0,SMAN 1 BOGOR,3.0,False
S1,sma,0,SMAN 1 BOYOLANGU,3.0,False
S1,sma,0,SMAN 1 CIANJUR,3.0,False
S1,sma,0,SMAN 1 CIKARANG UTARA,3.0,False
S1,sma,0,SMAN 1 JAKARTA,3.0,False
S1,sma,0,SMAN 1 KARANGANOM,3.0,False
S1,sma,0,SMAN 1 MALANG,3.0,False
S1,sma,0,SMAN 1 NGAWI,3.0,False
S1,sma,0,SMAN 1 PACITAN,3.0,False
S1,sma,0,SMAN 1 PASURUAN,3.0,False
S1,sma,0,SMAN 1 PATI,3.0,False
S1,sma,0,SMAN 1 PONOROGO,3.0,False
S1,sma,0,SMAN 1 PONTIANAK,3.0,False
S1,sma,0,SMAN 1 PRINGSEWU,3.0,False
S1,sma,0,SMAN 1 PURWAKARTA,3.0,False
S1,sma,0,SMAN 1 REJANG LEBONG,3.0,False
S1,sma,0,SMAN 1 SETU,3.0,False
S1,sma,0,SMAN 1 SRAGEN,3.0,False
S1,sma,0,SMAN 1 TALUN,3.0,False
S1,sma,0,SMAN 2 BALIGE,3.0,False
S1,sma,0,SMAN 2 LUMAJANG,3.0,False
S1,sma,0,SMAN 2 PARE,3.0,False
S1,sma,0,SMAN 2 SALATIGA,3.0,False
S1,sma,0,SMAN 2 SURAKARTA,3.0,False
S1,sma,0,SMAN 22 JAKARTA,3.0,False
S1,sma,0,SMAN 28 JAKARTA,3.0,False
S1,sma,0,SMAN 3 KOTA JAMBI,3.0,False
S1,sma,0,SMAN 3 MAGELANG,3.0,False
S1,sma,0,SMAN 3 SUKOHARJO,3.0,False
S1,sma,0,SMAN 4 JAYAPURA,3.0,False
S1,sma,0,SMAN 43 JAKARTA,3.0,False
S1,sma,0,SMAN 5 BANDAR LAMPUNG,3.0,False
S1,sma,0,SMAN 77 JAKARTA,3.0,False
S1,sma,0,SMAN 99 JAKARTA,3.0,False
S1,sma,0,SMAS AL-IZZAH BATU,3.0,False
S1,sma,0,SMAS ANGKASA 1 H PERDANAKUSUMA,3.0,False
S1,sma,0,SMAS BATIK 1 SURAKARTA,3.0,False
S1,sma,0,SMAS GLOBAL MANDIRI,3.0,False
S1,sma,0,SMAS GLOBAL PRESTASI,3.0,False
S1,sma,0,SMAS ISLAM PANGLIMA BESAR SOEDIRMAN,3.0,False
S1,sma,0,SMAS IT AL BINAA,3.0,False
S1,sma,0,SMAS IT AS-SYIFA BOARDING SCHOOL,3.0,False
S1,sma,0,SMAS MARSUDIRINI,3.0,False
S1,sma,0,SMAS MUHAMMADIYAH 2 YOGYAKARTA,3.0,False
S1,sma,0,SMAS MUHAMMADIYAH WONOSOBO,3.0,False
S1,sma,0,SMAS MUTIARA HARAPAN,3.0,False
S1,sma,0,SMAS PANGUDI LUHUR,3.0,False
S1,sma,0,SMAS SANTA URSULA BSD,3.0,False
S1,sma,0,SMAS SULUH JAKARTA,3.0,False
S1,sma,0,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,3.0,False
S1,sma,0,SMK NEGERI 1 BANTUL,3.0,False
S1,sma,0,SMKN 13 BANDUNG,3.0,False
S1,sma,0,SMKN 2 CILEGON,3.0,False
S1,sma,0,"SMU DWIWARNA, PARUNG",3.0,False
S1,sma,0,AL AZHAR 28 IIBS SENIOR HIGH,,True
S1,sma,0,"AL KHOR INTERNATIONAL SCHOOL, STATE OF QATAR",,True
S1,sma,0,AL-IZHAR PONDOK LABU,,True
S1,sma,0,ALPHA CAMBRIDGE SCHOOL,,True
S1,sma,0,ASSIUT SECONDARY MECHANICAL SCHOOL EGYPTIAN,,True
S1,sma,0,BINUS SCHOOL BEKASI,,True
S1,sma,0,BINUS SCHOOL SERPONG,,True
S1,sma,0,BUDI MULIA DUA,,True
S1,sma,0,CITRA ISLAMI,,True
S1,sma,0,COLUMBIA INTERNATIONAL COLLEGE,,True
S1,sma,0,DALIAN ROYAL SCHOOL,,True
S1,sma,0,DARUL QURAN MULIA,,True
S1,sma,0,DEIRA INTERNATIONAL SCHOOL,,True
S1,sma,0,DUKHAN ENGLISH SCHOOL,,True
S1,sma,0,DWIWARNA HIGH SCHOOL,,True
S1,sma,0,ENGLISH MODERN SCHOOL DOHA,,True
S1,sma,0,FITRAH ISLAMIC WORLD ACADEMY,,True
S1,sma,0,GANDHI MEMORIAL INTERCONTINENTAL SCHOOL,,True
S1,sma,0,HIGHFIELD SECONDARY SCHOOL,,True
S1,sma,0,HSPG YOGYAKARTA,,True
S1,sma,0,INDIANA UNIVERSITY HIGH SCHOOL,,True
S1,sma,0,INTERNATIONAL ISLAMIC BOARDING SCHOOL,,True
S1,sma,0,INTERNATIONAL ISLAMIC HIGH SCHOOL,,True
S1,sma,0,"ISLAMIA COLLEGE, CAPE TOWN, SOUTH AFRICA",,True
S1,sma,0,JAPAN,,True
S1,sma,0,JEPANG,,True
S1,sma,0,KOREA SCIENCE ACADEMY OF KAIST,,True
S1,sma,0,KULLIYATUL MU'ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,,True
S1,sma,0,KULLIYATUL MU`ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,,True
S1,sma,0,LABSCHOOL CIBUBUR,,True
S1,sma,0,LABSCHOOL KEBAYORAN,,True
S1,sma,0,MA AL HIJRAH,,True
S1,sma,0,MA AL IRSYAD TENGARAN,,True
S1,sma,0,MA AL TSAQAFAH,,True
S1,sma,0,MA AL- AZHAR ASY-SYARIF SUMATERA UTARA,,True
S1,sma,0,MA AS'ADIYAH SUNGAI NYAMUK,,True
S1,sma,0,MA HUSNUL KHOTIMAH,,True
S1,sma,0,MA ISLAM TERPADU DARUL FIKRI,,True
S1,sma,0,MA ISLAMIC CENTRE BIN BAZ,,True
S1,sma,0,MA I`ANATUTH-THULLAB,,True
S1,sma,0,MA JAMILURRAHMAN WIROKERTEN BANGUNTAPAN BANTUL,,True
S1,sma,0,MA MA,,True
S1,sma,0,MA MATHALIBUL HUDA MLONGGO,,True
S1,sma,0,MA MATHOLI'UL ANWAR,,True
S1,sma,0,MA MATHOLI'UL HUDA BUGEL,,True
S1,sma,0,MA MIFTAHUNNAJAH SLEMAN,,True
S1,sma,0,MA MILBOS ( MAGHFIRAH ISLAMIC LEADERSHIP BOARDING SCHOOL),,True
S1,sma,0,MA NEGERI 1 KOTA SEMARANG,,True
S1,sma,0,MA NEGERI 1 PASURUAN,,True
S1,sma,0,"MA NEGERI 1, YOGYAKARTA",,True
S1,sma,0,MA NEGERI 10 JAKARTA,,True
S1,sma,0,MA NEGERI 2 PATI,,True
S1,sma,0,MA NEGERI 3 KULON PROGO,,True
S1,sma,0,MA NEGERI PURBALINGGA,,True
S1,sma,0,MA NEGERI SIDOARJO,,True
S1,sma,0,MA NEGERI WONOSOBO,,True
S1,sma,0,MA NU BANAT,,True
