jenjang,asal,angkatan,institusi,n,disamarkan
S1,sma,0,SMAN 6 KOTA DEPOK,,True
S1,sma,0,SMAN 6 KOTA TANGERANG SELATAN,,True
S1,sma,0,SMAN 6 PALEMBANG,,True
S1,sma,0,SMAN 6 PURWOREJO,,True
S1,sma,0,SMAN 6 TAMBUN SELATAN,,True
S1,sma,0,SMAN 60 JAKARTA,,True
S1,sma,0,SMAN 62 JAKARTA,,True
S1,sma,0,SMAN 63 JAKARTA,,True
S1,sma,0,SMAN 64 JAKARTA,,True
S1,sma,0,SMAN 67 JAKARTA,,True
S1,sma,0,SMAN 7 BEKASI,,True
S1,sma,0,SMAN 7 BOGOR,,True
S1,sma,0,SMAN 7 JAKARTA,,True
S1,sma,0,SMAN 7 KOTA TANGERANG SELATAN,,True
S1,sma,0,SMAN 7 MALANG,,True
S1,sma,0,SMAN 7 SURAKARTA,,True
S1,sma,0,SMAN 7 TANGERANG,,True
S1,sma,0,SMAN 70 JAKARTA SELATAN,,True
S1,sma,0,SMAN 72 JAKARTA,,True
S1,sma,0,SMAN 73 JAKARTA,,True
S1,sma,0,SMAN 75 JAKARTA,,True
S1,sma,0,SMAN 79 JAKARTA,,True
S1,sma,0,SMAN 8 BANDUNG,,True
S1,sma,0,SMAN 8 BATAM,,True
S1,sma,0,SMAN 8 BOGOR,,True
S1,sma,0,SMAN 8 KOTA TERNATE,,True
S1,sma,0,SMAN 8 MANDAU,,True
S1,sma,0,SMAN 8 PEKANBARU,,True
S1,sma,0,SMAN 8 PURWOREJO,,True
S1,sma,0,SMAN 8 SURAKARTA,,True
S1,sma,0,SMAN 80 JAKARTA,,True
S1,sma,0,"SMAN 80, KOTA JAKARTA UTARA",,True
S1,sma,0,SMAN 82 JAKARTA,,True
S1,sma,0,SMAN 84 JAKARTA,,True
S1,sma,0,SMAN 9 BEKASI,,True
S1,sma,0,SMAN 9 PADANG,,True
S1,sma,0,SMAN 9 PURWOREJO,,True
S1,sma,0,SMAN 9 SURABAYA,,True
S1,sma,0,SMAN 9 TAMBUN SELATAN,,True
S1,sma,0,SMAN 91 JAKARTA,,True
S1,sma,0,SMAN 93 JAKARTA,,True
S1,sma,0,SMAN 95 JAKARTA,,True
S1,sma,0,SMAN BANUA KAL SEL,,True
S1,sma,0,SMAN CMBBS,,True
S1,sma,0,SMAN GLENMORE,,True
S1,sma,0,SMAN KABUH,,True
S1,sma,0,SMAN KARANGPANDAN,,True
S1,sma,0,SMAN KESAMBEN,,True
S1,sma,0,SMAN LABUHAN RATU,,True
S1,sma,0,SMAN NGORO,,True
S1,sma,0,SMAN RAGUNAN JAKARTA,,True
S1,sma,0,SMAN RANCAKALONG,,True
S1,sma,0,SMAN SUMATERA SELATAN,,True
S1,sma,0,SMAN UNGGULAN M.H. THAMRIN,,True
S1,sma,0,SMAN UNGGULAN M.H. THAMRIN JAKARTA,,True
S1,sma,0,SMAN1 MUNTILAN,,True
S1,sma,0,SMAS 1 KRISTEN BPK PENABUR,,True
S1,sma,0,SMAS 5 YADIKA,,True
S1,sma,0,SMAS ADABIAH PADANG,,True
S1,sma,0,SMAS AL - AZHAR,,True
S1,sma,0,SMAS AL - AZHAR MANDIRI PALU,,True
S1,sma,0,SMAS AL - MUSLIM,,True
S1,sma,0,SMAS AL AZHAR 3,,True
S1,sma,0,SMAS AL ISLAM 1 SURAKARTA,,True
S1,sma,0,SMAS AL MASOEM JATINANGOR,,True
S1,sma,0,SMAS AL-IRSYAD SATYA,,True
S1,sma,0,SMAS ALFA CENTAURI,,True
S1,sma,0,SMAS ALI MAKSUM,,True
S1,sma,0,SMAS ALLOYSIUS 1,,True
S1,sma,0,SMAS AN NUR BULULAWANG,,True
S1,sma,0,SMAS ANGKASA 2 H PERDANAKUSUMA,,True
S1,sma,0,SMAS ASSALAM SUKOHARJO,,True
S1,sma,0,SMAS ATHALIA,,True
S1,sma,0,SMAS BINA INSANI,,True
S1,sma,0,SMAS BINTARA DEPOK,,True
S1,sma,0,SMAS BOPKRI 2,,True
S1,sma,0,SMAS BPK 1 PENABUR BANDUNG,,True
S1,sma,0,SMAS BRUDERAN PURWOKERTO,,True
S1,sma,0,SMAS BUDI LUHUR,,True
S1,sma,0,SMAS BUDI MULIA,,True
S1,sma,0,SMAS BUDI MULYA,,True
S1,sma,0,SMAS CENDANA MANDAU,,True
S1,sma,0,SMAS CENDANA PEKANBARU,,True
S1,sma,0,SMAS CERDAS MANDIRI,,True
S1,sma,0,SMAS CITRA KASIH,,True
S1,sma,0,SMAS DAAR EL QOLAM,,True
S1,sma,0,SMAS DARMA YUDHA,,True
S1,sma,0,SMAS DARUNNAJAH,,True
S1,sma,0,SMAS DIPONEGORO 1 JAKARTA,,True
S1,sma,0,SMAS DON BOSCO III,,True
S1,sma,0,SMAS DWI WARNA,,True
S1,sma,0,SMAS FUTURE GATE,,True
S1,sma,0,SMAS GLOBAL MANDIRI CIBUBUR,,True
S1,sma,0,SMAS GLOBAL PERSADA MANDIRI,,True
S1,sma,0,SMAS GONZAGA JAKARTA,,True
S1,sma,0,SMAS HANG TUAH 1 JAKARTA,,True
S1,sma,0,SMAS IIBS RI,,True
S1,sma,0,SMAS INSAN CENDIKIA AL-MUJTABA,,True
S1,sma,0,SMAS ISLAM 3 PAKEM,,True
S1,sma,0,SMAS ISLAM AL-AZHAR CIREBON,,True
S1,sma,0,SMAS ISLAM ATHIRAH,,True
S1,sma,0,SMAS ISLAM BUNGA BANGSA,,True
S1,sma,0,SMAS ISLAM DARUSALAM,,True
S1,sma,0,SMAS ISLAM DIAN DIDAKTIKA,,True
S1,sma,0,SMAS ISLAM SUNAN GUNUNG JATI,,True
S1,sma,0,SMAS ISLAM TERPADU AL KAHFI,,True
S1,sma,0,SMAS ISLAM TERPADU SITUWANGI CIKAJANG,,True
S1,sma,0,SMAS ISLAM TERPADU ULIL ALBAB,,True
S1,sma,0,SMAS ISLAMIC CENTRE,,True
S1,sma,0,SMAS ISLAMIC VILLAGE,,True
S1,sma,0,SMAS IT AL FIDAA,,True
S1,sma,0,SMAS IT AL FITYAN SCHOOL,,True
S1,sma,0,SMAS IT AS SYIFA BOARDING SCHOOL,,True
S1,sma,0,SMAS IT DARUT TAQWA,,True
S1,sma,0,SMAS IT IHSANUL FIKRI,,True
S1,sma,0,SMAS IT IHSANUL FIKRI MUNGKID,,True
S1,sma,0,SMAS IT THARIQ BIN ZIYAD,,True
S1,sma,0,SMAS IT THORIQ BIN ZIYAD,,True
S1,sma,0,SMAS IT UMMUL QURO,,True
S1,sma,0,SMAS JAYA SUTI ABADI,,True
S1,sma,0,SMAS JHON PAULS SCHOOL,,True
S1,sma,0,SMAS KALAM KUDUS,,True
S1,sma,0,SMAS KANAAN,,True
S1,sma,0,SMAS KANISIUS JAKARTA,,True
S1,sma,0,SMAS KARTIKA I-5,,True
S1,sma,0,SMAS KARTIKA X-1,,True
S1,sma,0,SMAS KARTINI 1 JAKARTA,,True
S1,sma,0,SMAS KATHOLIK UNTUNG SURAPATI SIDOARJO,,True
S1,sma,0,SMAS KATOLIK MATER DEI,,True
S1,sma,0,SMAS KATOLIK RAJAWALI,,True
S1,sma,0,SMAS KATOLIK SAINT JOHN S,,True
S1,sma,0,SMAS KATOLIK SANG TIMUR,,True
S1,sma,0,SMAS KATOLIK ST ALBERTUS,,True
S1,sma,0,SMAS KATOLIK TRI SAKTI MEDAN,,True
S1,sma,0,SMAS KATOLIK YOS SUDARSO,,True
S1,sma,0,SMAS KHADIJAH,,True
S1,sma,0,SMAS KHARISMA BANGSA,,True
S1,sma,0,SMAS KRIDA NUSANTARA,,True
S1,sma,0,SMAS KRISTEN 1 TOMOHON,,True
S1,sma,0,SMAS KRISTEN 2 BPK PENABUR,,True
S1,sma,0,SMAS KRISTEN 6 PENABUR,,True
S1,sma,0,SMAS KRISTEN 7 BPK PENABUR JAKARTA,,True
S1,sma,0,SMAS KRISTEN BINA KASIH,,True
S1,sma,0,SMAS KRISTEN BPK PENABUR GADING SERPONG,,True
S1,sma,0,SMAS KRISTEN IPEKA SUNTER,,True
S1,sma,0,SMAS KRISTEN NASIONAL ANGLO,,True
S1,sma,0,SMAS LA TANSA CIPANAS,,True
S1,sma,0,SMAS LENTERA HARAPAN,,True
S1,sma,0,SMAS MADANIA,,True
S1,sma,0,SMAS MAITREYAWIRA,,True
S1,sma,0,SMAS METHODIST 8 MEDAN,,True
S1,sma,0,SMAS METHODIST TANJUNG MORAWA,,True
S1,sma,0,SMAS MUHAMMADIYAH 1 GRESIK,,True
S1,sma,0,SMAS MUHAMMADIYAH 1 KLATEN,,True
S1,sma,0,SMAS MUHAMMADIYAH 1 MAGELANG,,True
S1,sma,0,SMAS MUHAMMADIYAH 1 PRAMBANAN,,True
S1,sma,0,SMAS MUHAMMADIYAH 2,,True
S1,sma,0,SMAS MUHAMMADIYAH 3 YOGYAKARTA,,True
S1,sma,0,SMAS MUHAMMADIYAH 5 JAKARTA,,True
S1,sma,0,SMAS MUHAMMADIYAH 8 CIPUTAT,,True
S1,sma,0,SMAS MUHAMMADIYAH PONTREN IMAM SYUHODO,,True
S1,sma,0,SMAS NUSANTARA PLUS,,True
S1,sma,0,SMAS PAHOA,,True
S1,sma,0,SMAS PANGUDI LUHUR JAKARTA,,True
S1,sma,0,SMAS PANGUDI LUHUR VAN LITH,,True
S1,sma,0,SMAS PESANTREN TERPADU HAYATAN THAYYIBAH,,True
S1,sma,0,SMAS PESAT,,True
S1,sma,0,SMAS PLUS SHAFIYYATUL AMALIYYAH,,True
S1,sma,0,SMAS PRIBADI,,True
S1,sma,0,SMAS PUSAKA 1 JAKARTA,,True
S1,sma,0,SMAS RIYADHUSSHOLIHIIN,,True
S1,sma,0,SMAS SANTA MARIA,,True
S1,sma,0,SMAS SANTA MARIA 1 CIREBON,,True
S1,sma,0,SMAS SANTA URSULA,,True
S1,sma,0,SMAS SANTO TARCISIUS,,True
S1,sma,0,SMAS SANTO THOMAS 1,,True
S1,sma,0,SMAS SATU PADU BOARDING SCHOOL,,True
S1,sma,0,SMAS SAVERIUS KARANGMALANG,,True
S1,sma,0,SMAS SEJAHTERA 1 DEPOK,,True
S1,sma,0,SMAS SF ASSISI SAMARINDA,,True
S1,sma,0,SMAS SMART EKSELENSIA INDONESIA,,True
S1,sma,0,SMAS ST ANTONIUS JAKARTA,,True
S1,sma,0,SMAS ST MARIA 1 BANDUNG,,True
S1,sma,0,SMAS STELLA DUCE 2,,True
S1,sma,0,SMAS STRADA ST AQUINO,,True
S1,sma,0,SMAS SULTAN ISKANDAR MUDA,,True
S1,sma,0,SMAS SURYA BANGSA,,True
S1,sma,0,SMAS SYAFANA ISLAMIC SCHOOL,,True
S1,sma,0,SMAS TAKHASSUS AL-QUR AN,,True
S1,sma,0,SMAS TAMAN MADYA IP,,True
S1,sma,0,SMAS TARAKANITA CITRA RAYA,,True
S1,sma,0,SMAS TARAKANITA MAGELANG,,True
S1,sma,0,SMAS TARUNA BAKTI,,True
S1,sma,0,SMAS WITAMA NASIONAL PLUS,,True
S1,sma,0,SMAS WR SUPRATMAN 2,,True
S1,sma,0,SMAS XAVERIUS 1 JAMBI,,True
S1,sma,0,SMAS YASPEN TUGU IBU,,True
S1,sma,0,SMAS YAYASAN PUPUK KALTIM BONTANG,,True
S1,sma,0,SMAS YOS SUDARSO,,True
S1,sma,0,SMAS YP IPPI PETOJO JAKARTA,,True
S1,sma,0,SMAS YPHB,,True
S1,sma,0,SMAS YPPK TIGA RAJA TIMIKA,,True
S1,sma,0,SMAS YUPPENTEK 1,,True
S1,sma,0,SMATQ ABI-UMMI,,True
S1,sma,0,"SMEA MUHAMMADIYAH 1, YOGYAKARTA",,True
S1,sma,0,SMK (STM) N 1 MAGELANG,,True
S1,sma,0,SMK (STM) N 1 SIDOARJO,,True
S1,sma,0,SMK (STM) N 2 KLATEN,,True
S1,sma,0,SMK (STM) PANCASILA 1 WONOGIRI,,True
S1,sma,0,SMK - SMAK MAKASSAR,,True
S1,sma,0,SMK - SMTI BANDAR LAMPUNG,,True
S1,sma,0,SMK AK NUSA BANGSA,,True
S1,sma,0,SMK BINA HARAPAN,,True
S1,sma,0,SMK FARMASI NASIONAL SURAKARTA,,True
S1,sma,0,SMK IDN,,True
S1,sma,0,SMK INDONESIA YOGYAKARTA / SMF INDONESIA YOGYAKARTA,,True
S1,sma,0,SMK LPPMRI 4 PADALARANG,,True
S1,sma,0,SMK MADINATULQURAN,,True
S1,sma,0,SMK METTA MAITREYA,,True
S1,sma,0,SMK N 1 MIRI SRAGEN,,True
S1,sma,0,SMK NEGERI 02 PALEMBANG,,True
S1,sma,0,SMK NEGERI 1 KLATEN,,True
S1,sma,0,SMK NEGERI 1 TEMANGGUNG,,True
S1,sma,0,SMK NEGERI 2 CILACAP,,True
S1,sma,0,SMK NEGERI 2 DEPOK,,True
S1,sma,0,SMK NEGERI 2 DEPOK SLEMAN,,True
S1,sma,0,SMK NEGERI 2 SURAKARTA,,True
S1,sma,0,SMK NEGERI 7 SEMARANG,,True
S1,sma,0,"SMK NEGERI 7, BANDUNG",,True
S1,sma,0,SMK NEGERI KABUH,,True
S1,sma,0,SMK NEGERI KARANGPUCUNG,,True
S1,sma,0,SMK ORA ET LABORA,,True
S1,sma,0,SMK RISE KEDAWUNG,,True
S1,sma,0,SMK SHAILENDRA PALEMBANG,,True
S1,sma,0,SMK TELEKOMUNIKASI TUNAS HARAPAN,,True
S1,sma,0,"SMK TELKOM SANDHY PUTRA, MALANG",,True
S1,sma,0,SMK-SMAK BOGOR,,True
S1,sma,0,SMKN 01 PRABUMULIH,,True
S1,sma,0,SMKN 1 GUNUNGPUTRI,,True
S1,sma,0,SMKN 1 JENANGAN,,True
S1,sma,0,SMKN 1 KARAWANG,,True
S1,sma,0,SMKN 1 KOTA BEKASI,,True
S1,sma,0,SMKN 1 KOTA CILEGON,,True
S1,sma,0,SMKN 1 SURUH,,True
S1,sma,0,SMKN 1 TALANG PADANG,,True
S1,sma,0,SMKN 1 TANGERANG,,True
S1,sma,0,SMKN 1 TRUCUK KLATEN,,True
S1,sma,0,SMKN 2 YOGYAKARTA,,True
S1,sma,0,SMKN 5 KOTA SERANG,,True
S1,sma,0,SMKN 6 KOTA BENGKULU,,True
S1,sma,0,SMKN 6 YOGYAKARTA,,True
S1,sma,0,SMKN PP CIANJUR,,True
S1,sma,0,SMKS ANALIS KESEHATAN NASIONAL SURAKARTA,,True
S1,sma,0,SMKS BANI SALEH,,True
S1,sma,0,SMKS BRIGJEND KATAMSO II,,True
S1,sma,0,SMKS BUDI MULIA DUA,,True
S1,sma,0,SMKS CITRA MEDIKA,,True
S1,sma,0,SMKS DAARUT TAUHIID,,True
S1,sma,0,SMKS FARMASI NASIONAL SURAKARTA,,True
S1,sma,0,SMKS IT SMART INFORMATIKA,,True
S1,sma,0,SMKS LEONARDO KLATEN,,True
S1,sma,0,SMKS MUHAMMADIYAH 3 YOGYAKARTA,,True
S1,sma,0,SMKS PGRI JATIBARANG,,True
S1,sma,0,SMKS RADEN UMAR SAID KUDUS,,True
S1,sma,0,SMKS TARUNA TERPADU 1,,True
S1,sma,0,SMKS TELKOM BANDUNG,,True
S1,sma,0,SMKS TELKOM SANDHY PUTRA,,True
S1,sma,0,SMKS TELKOM SANDHY PUTRA JAKARTA,,True
S1,sma,0,SMP SMA INTERNATIONAL BUDI MULIA DUA,,True
S1,sma,0,SMT INDUSTRI (SMTI) PADANG,,True
S1,sma,0,"SMU BOPKRI 1, YOGYAKARTA",,True
S1,sma,0,"SMU ISLAM AL-IZHAR, PD.LABU",,True
S1,sma,0,"SMU NEGERI 1, PAMULANG",,True
S1,sma,0,"SMU NEGERI 102, JAKARTA",,True
S1,sma,0,SPK SMA HIGHFIELD,,True
S1,sma,0,SUTOMO 1,,True
S1,sma,0,THE CAMBRIDGE SCHOOL,,True
S1,sma,0,"THE CAMBRIDGE SCHOOL, DOHA QATAR",,True
S1,sma,0,"THE NEXT GENERATIONAL SCHOOL, DOHA",,True
S1,sma,0,THOMAS SPRIGG WOOTTON HIGH SCHOOL,,True
S1,sma,0,WHATCOM COMMUNITY SCHOOL,,True
S1,sma,0,"YAT SEN SECONDARY SCHOOL, SUVA, FIJI",,True
S1,sma,2021,SMA NEGERI 2 YOGYAKARTA,9.0,False
S1,sma,2021,SMAN 5 YOGYAKARTA,9.0,False
S1,sma,2021,SMAN 1 SURAKARTA,8.0,False
S1,sma,2021,SMA NEGERI 1 BANTUL,7.0,False
S1,sma,2021,SMAN 3 SURAKARTA,7.0,False
S1,sma,2021,SMAN 78 JAKARTA,7.0,False
S1,sma,2021,SMA LABSCHOOL JAKARTA,6.0,False
S1,sma,2021,SMA LABSCHOOL KEBAYORAN,6.0,False
S1,sma,2021,SMA N 1 SRAGEN,6.0,False
S1,sma,2021,SMAN 1 BOYOLALI,6.0,False
S1,sma,2021,SMAN 1 KLATEN,6.0,False
S1,sma,2021,SMAN 1 SUKOHARJO,6.0,False
S1,sma,2021,SMAN 3 YOGYAKARTA,6.0,False
S1,sma,2021,SMAN 6 YOGYAKARTA,6.0,False
S1,sma,2021,SMA NEGERI 1 PEKALONGAN,5.0,False
S1,sma,2021,SMA NEGERI 2 BANTUL,5.0,False
S1,sma,2021,SMA NEGERI 7 YOGYAKARTA,5.0,False
S1,sma,2021,SMAN 1 YOGYAKARTA,5.0,False
S1,sma,2021,SMAN 2 YOGYAKARTA,5.0,False
S1,sma,2021,SMAS TARUNA NUSANTARA,5.0,False
S1,sma,2021,SMK SMTI YOGYAKARTA,5.0,False
S1,sma,2021,SMA LABSCHOOL CIBUBUR,4.0,False
S1,sma,2021,SMA N 1 KLATEN,4.0,False
S1,sma,2021,SMA NEGERI 1 CILACAP,4.0,False
S1,sma,2021,SMA NEGERI 1 PURWOREJO,4.0,False
S1,sma,2021,SMA NEGERI 1 WONOSOBO,4.0,False
S1,sma,2021,SMA NEGERI 1 YOGYAKARTA,4.0,False
S1,sma,2021,SMA NEGERI 6 YOGYAKARTA,4.0,False
S1,sma,2021,SMAN 1 KALASAN,4.0,False
S1,sma,2021,SMAN 1 PURWOREJO,4.0,False
S1,sma,2021,SMAN 2 KEDIRI,4.0,False
S1,sma,2021,SMAN 2 PURWOKERTO,4.0,False
S1,sma,2021,SMA N 1 YOGYAKARTA,3.0,False
S1,sma,2021,SMA NEGERI 1 KLATEN,3.0,False
S1,sma,2021,SMA NEGERI 1 MUNTILAN,3.0,False
S1,sma,2021,SMA NEGERI 1 PURWOKERTO,3.0,False
S1,sma,2021,SMA NEGERI 1 SURAKARTA,3.0,False
S1,sma,2021,SMA NEGERI 11 YOGYAKARTA,3.0,False
S1,sma,2021,SMA NEGERI 2 SEMARANG,3.0,False
S1,sma,2021,SMA NEGERI 3 BANDUNG,3.0,False
S1,sma,2021,SMA NEGERI 3 YOGYAKARTA,3.0,False
S1,sma,2021,SMA NEGERI 81 JAKARTA,3.0,False
S1,sma,2021,SMA PRADITA DIRGANTARA,3.0,False
S1,sma,2021,SMAN 1 BANTUL,3.0,False
S1,sma,2021,SMAN 1 KEDIRI,3.0,False
S1,sma,2021,SMAN 1 KUDUS,3.0,False
S1,sma,2021,SMAN 1 PATI,3.0,False
S1,sma,2021,SMAN 1 PEMALANG,3.0,False
S1,sma,2021,SMAN 1 SEWON,3.0,False
S1,sma,2021,SMAN 11 YOGYAKARTA,3.0,False
S1,sma,2021,SMAN 2 MADIUN,3.0,False
S1,sma,2021,SMAN 3 MALANG,3.0,False
S1,sma,2021,SMAN 68 JAKARTA,3.0,False
S1,sma,2021,SMAN 8 YOGYAKARTA,3.0,False
S1,sma,2021,AL KHOR INTERNATIONAL SCHOOL,,True
S1,sma,2021,ASSIUT SECONDARY MECHANICAL SCHOOL EGYPTIAN,,True
S1,sma,2021,BUDI MULIA DUA,,True
S1,sma,2021,CITRA ISLAMI,,True
S1,sma,2021,COLUMBIA INTERNATIONAL COLLEGE,,True
S1,sma,2021,INTERNATIONAL ISLAMIC BOARDING SCHOOL,,True
S1,sma,2021,INTERNATIONAL ISLAMIC HIGH SCHOOL,,True
S1,sma,2021,JEPANG,,True
S1,sma,2021,KULLIYATUL MU'ALLIMIN AL-ISLAMIYAH (KMI) PP MODERN GONTOR PONOROGO,,True
S1,sma,2021,MA HUSNUL KHOTIMAH,,True
S1,sma,2021,MA MATHOLI'UL ANWAR,,True
S1,sma,2021,MA MATHOLI'UL HUDA BUGEL,,True
S1,sma,2021,MA MIFTAHUNNAJAH SLEMAN,,True
S1,sma,2021,MA NEGERI 3 KULON PROGO,,True
S1,sma,2021,MA NEGERI PURBALINGGA,,True
S1,sma,2021,MA NEGERI SIDOARJO,,True
S1,sma,2021,MA NU BANAT,,True
S1,sma,2021,MA RAUDLATUL ULUM,,True
S1,sma,2021,MAN 1 GUNUNGKIDUL,,True
S1,sma,2021,MAN 1 JEMBER,,True
S1,sma,2021,MAN 1 KOTA MALANG,,True
S1,sma,2021,MAN 1 MAGETAN,,True
S1,sma,2021,MAN 1 PESISIR BARAT,,True
S1,sma,2021,MAN 1 SURAKARTA,,True
S1,sma,2021,MAN 1 WONOSOBO,,True
S1,sma,2021,MAN 2 BANYUMAS,,True
S1,sma,2021,MAN 2 KOTA SERANG,,True
S1,sma,2021,MAN 2 KUDUS,,True
S1,sma,2021,MAN 2 MODEL MEDAN,,True
S1,sma,2021,MAN 3 TANGERANG,,True
S1,sma,2021,MAN 4 JAKARTA,,True
S1,sma,2021,MAN 4 SLEMAN,,True
S1,sma,2021,MAN 9 JAKARTA,,True
S1,sma,2021,MAN BATAM,,True
S1,sma,2021,MAN INSAN CENDEKIA GORONTALO,,True
S1,sma,2021,MAN INSAN CENDEKIA KOTA BATAM,,True
S1,sma,2021,MAN INSAN CENDEKIA OGAN KOMERING ILIR,,True
S1,sma,2021,MAN INSAN CENDEKIA PASER,,True
S1,sma,2021,MAN INSAN CENDEKIA PASURUAN,,True
S1,sma,2021,MAN INSAN CENDEKIA SERPONG,,True
S1,sma,2021,MAN WONOGIRI,,True
S1,sma,2021,MAS ALI MAKSUM,,True
S1,sma,2021,MAS UNGGULAN AMANATUL UMMAH SURABAYA,,True
S1,sma,2021,MENTARI INTERCULTURAL SCHOOL BINTARO,,True
S1,sma,2021,PKBM HOME SCHOOLING PRIMAGAMA,,True
S1,sma,2021,SABA,,True
S1,sma,2021,SABIS INTERNATIONAL SCHOOL - RUWAIS,,True
S1,sma,2021,"SABIS INTERNATIONAL SCHOOL RUWAIS, ABU DHABI",,True
S1,sma,2021,"SAFIR INTERNATIONAL SCHOOL, ISTANBUL, TURKEY",,True
S1,sma,2021,SANTA URSULA,,True
S1,sma,2021,SEKOLAH DYATMIKA,,True
S1,sma,2021,SEKOLAH GLOBAL MANDIRI,,True
S1,sma,2021,SEKOLAH HIGHSCOPE TB SIMAPUTANG,,True
S1,sma,2021,SEKOLAH MENENGAH ATAS NEGERI 7 YOGYAKARTA,,True
S1,sma,2021,SEKOLAH VICTORY PLUS,,True
S1,sma,2021,SMA 1 KUDUS,,True
S1,sma,2021,SMA 1 MOJOTENGAH,,True
S1,sma,2021,SMA 1KUDUS,,True
S1,sma,2021,SMA 7 PURWOREJO,,True
S1,sma,2021,SMA AL ISLAM 1 SURAKARTA,,True
S1,sma,2021,SMA AL KAUTSAR,,True
S1,sma,2021,SMA ALFA CENTAURI,,True
S1,sma,2021,SMA AVICENNA JAGAKARSA,,True
S1,sma,2021,SMA BUNDA HATI KUDUS,,True
S1,sma,2021,SMA DARMA YUDHA,,True
S1,sma,2021,SMA DARUL ULUM 2 UNGGULAN BPPT,,True
S1,sma,2021,SMA DARUL ULUM 2 UNGGULAN BPPT JOMBANG CAMBRIDGE INTERNATONAL SCHOOL ID 113,,True
S1,sma,2021,SMA DWIWARNA BOGOR,,True
S1,sma,2021,SMA GANDHI ANCOL,,True
S1,sma,2021,"SMA GLOBAL ISLAMIC SCHOOL, KRAMAT JATI",,True
S1,sma,2021,SMA GLOBAL PRESTASI,,True
S1,sma,2021,SMA HANG TUAH 2 SIDOARJO,,True
S1,sma,2021,SMA HIGH/SCOPE INDONESIA,,True
S1,sma,2021,SMA IBNU HAJAR BOARDING SCHOOL,,True
S1,sma,2021,SMA INSAN CENDEKIA AL KAUSAR,,True
S1,sma,2021,SMA ISLAM AL AZHAR 4 BEKASI,,True
S1,sma,2021,SMA ISLAM AL AZHAR 7 SOLO BARU,,True
S1,sma,2021,SMA ISLAM AL-AZHAR 1 KEBAYORAN BARU,,True
S1,sma,2021,SMA ISLAM AL-AZHAR 4,,True
S1,sma,2021,SMA ISLAM AL-AZHAR 7 SUKOHARJO,,True
S1,sma,2021,SMA ISLAM AL-AZHAR 8,,True
S1,sma,2021,SMA ISLAM TERPADU AL KAHFI,,True
S1,sma,2021,SMA IT AL IRSYAD AL ISLAMIYYAH PURWOKERTO,,True
S1,sma,2021,SMA KATOLIK ST. LOUIS 1 SURABAYA,,True
S1,sma,2021,SMA KESATUAN BANGSA,,True
S1,sma,2021,SMA KHARISMA BANGSA,,True
S1,sma,2021,SMA KOLESE GONZAGA,,True
S1,sma,2021,SMA KOLESE KANISIUS,,True
S1,sma,2021,SMA KOLESE LOYOLA,,True
S1,sma,2021,SMA KOLESE LOYOLA SEMARANG,,True
S1,sma,2021,SMA KRISTEN PENABUR KOTA WISATA,,True
S1,sma,2021,SMA KRISTEN TRITUNGGAL,,True
S1,sma,2021,SMA LABSCHOOL,,True
S1,sma,2021,SMA MADANIA,,True
S1,sma,2021,SMA MARSUDIRINI,,True
S1,sma,2021,SMA MARSUDIRINI BEKASI,,True
S1,sma,2021,SMA MUHAMMADIYAH 1 KLATEN,,True
S1,sma,2021,SMA MUHAMMADIYAH 1 YOGYAKARTA,,True
S1,sma,2021,SMA MUHAMMADIYAH 3 YOGYAKARTA,,True
S1,sma,2021,SMA MUHAMMADIYAH WONOSOBO,,True
S1,sma,2021,SMA MUTIARA BUNDA,,True
S1,sma,2021,SMA N 1 BAMBANGLIPURO,,True
S1,sma,2021,SMA N 1 BANTUL,,True
S1,sma,2021,SMA N 1 BOYOLALI,,True
S1,sma,2021,SMA N 1 CAWAS,,True
S1,sma,2021,SMA N 1 DEPOK,,True
S1,sma,2021,SMA N 1 KALASAN,,True
S1,sma,2021,SMA N 1 KUTOWINANGUN,,True
S1,sma,2021,SMA N 1 METRO,,True
S1,sma,2021,SMA N 1 PACITAN,,True
S1,sma,2021,SMA N 1 PLAYEN,,True
S1,sma,2021,SMA N 1 PURWOREJO,,True
S1,sma,2021,SMA N 1 SEDAYU,,True
S1,sma,2021,SMA N 1 SLEMAN,,True
S1,sma,2021,SMA N 1 TEMANGGUNG,,True
S1,sma,2021,SMA N 11 YOGYAKARTA,,True
S1,sma,2021,SMA N 2 BANTUL,,True
S1,sma,2021,SMA N 2 KLATEN,,True
S1,sma,2021,SMA N 2 NGAGLIK,,True
S1,sma,2021,SMA N 2 SUMATERA BARAT,,True
S1,sma,2021,SMA N 2 WONOSARI,,True
S1,sma,2021,SMA N 2 WONOSOBO,,True
S1,sma,2021,SMA N 3 KLATEN,,True
S1,sma,2021,SMA N 3 YOGYAKARTA,,True
S1,sma,2021,SMA N 4 PURWOREJO,,True
S1,sma,2021,SMA N 5 SEMARANG,,True
S1,sma,2021,SMA N 5 YOGYAKARTA,,True
S1,sma,2021,SMA N 6 YOGYAKARTA,,True
S1,sma,2021,SMA N 7 YOGYAKARTA,,True
S1,sma,2021,SMA NEEGERI 8 YOGYAKARTA,,True
S1,sma,2021,SMA NEGERI 05,,True
S1,sma,2021,SMA NEGERI 1 AJIBARANG,,True
S1,sma,2021,SMA NEGERI 1 BANGUNTAPAN,,True
S1,sma,2021,SMA NEGERI 1 BANJARNEGARA,,True
